"","Early.Adopter","Fearful","Careful","Stubborn","Influencer","Uninterested","Homo.Economicus","Cluster8"
"pattern_94346",16,14,8,10,22,18,16,14
"pattern_94348",17,13,11,13,17,15,13,13
"pattern_94349",11,9,15,11,11,9,7,11
"pattern_94350",12,8,6,4,22,18,12,12
"pattern_94351",18,12,8,12,22,18,14,14
"pattern_94352",10,8,8,8,20,16,10,12
"pattern_94353",16,12,8,10,20,16,14,14
"pattern_94354",10,10,12,8,16,12,12,8
"pattern_94355",14,12,14,12,14,16,12,14
"pattern_94356",16,10,10,10,22,14,12,14
"pattern_94358",10,12,16,12,14,12,10,14
"pattern_94359",12,10,14,12,12,12,10,10
"pattern_94360",14,14,8,10,22,22,12,16
"pattern_94361",17,11,7,9,19,17,13,15
"pattern_94362",16,16,12,14,22,20,16,14
"pattern_94363",16,12,12,12,20,14,12,16
"pattern_94364",15,11,15,13,15,9,11,13
"pattern_94365",16,14,14,14,20,14,16,16
"pattern_94366",12,12,12,10,16,12,8,10
"pattern_94367",10,10,12,12,14,10,10,4
"pattern_94368",15,19,19,19,13,17,13,19
"pattern_94369",11,13,13,11,15,15,15,13
"pattern_94370",18,12,8,12,22,16,14,16
"pattern_94371",16,10,6,8,26,16,14,14
"pattern_94372",13,13,19,17,11,11,9,13
"pattern_94373",15,9,9,11,21,15,11,11
"pattern_94374",12,14,10,12,22,22,12,16
"pattern_94375",14,10,8,8,22,18,14,16
"pattern_94376",14,12,16,14,12,10,10,14
"pattern_94377",12,10,10,10,16,12,10,8
"pattern_94378",15,11,9,9,19,13,13,13
"pattern_94379",20,14,8,10,24,22,16,18
"pattern_94380",18,14,10,14,22,14,16,16
"pattern_94381",16,14,8,12,24,18,16,14
"pattern_94382",20,14,10,12,24,22,14,16
"pattern_94383",11,11,15,11,13,9,9,9
"pattern_94384",20,16,10,12,22,18,18,18
"pattern_94385",5,11,15,11,11,9,11,7
"pattern_94386",13,5,7,7,19,15,9,9
"pattern_94388",18,16,10,14,24,20,20,16
"pattern_94390",14,8,12,10,14,12,10,8
"pattern_94391",14,12,10,10,22,18,14,14
"pattern_94392",18,18,12,14,24,18,20,18
"pattern_94393",14,10,8,10,22,14,14,10
"pattern_94394",17,11,5,7,23,17,11,15
"pattern_94395",21,19,15,19,13,19,17,19
"pattern_94398",16,14,12,12,20,20,10,16
"pattern_94399",12,14,16,16,16,14,12,10
"pattern_94400",16,10,8,10,22,20,16,14
"pattern_94401",15,11,7,7,21,17,15,13
"pattern_94402",12,6,10,6,14,8,8,10
"pattern_94403",13,11,17,15,11,13,7,13
"pattern_94404",20,18,12,14,22,20,18,20
"pattern_94405",15,9,7,9,21,17,13,13
"pattern_94406",14,14,10,10,20,16,16,12
"pattern_94407",12,14,12,12,20,16,12,14
"pattern_94408",18,12,8,10,22,16,12,12
"pattern_94410",14,8,12,12,16,12,6,8
"pattern_94411",14,12,10,10,18,18,14,12
"pattern_94413",15,11,7,9,23,15,13,11
"pattern_94414",18,16,10,14,20,22,16,16
"pattern_94415",10,16,20,18,8,8,14,12
"pattern_94416",18,16,12,14,26,20,20,18
"pattern_94417",16,14,10,12,22,14,14,12
"pattern_94418",11,9,13,9,13,7,9,9
"pattern_94419",8,8,12,8,14,10,8,6
"pattern_94420",13,13,9,9,21,15,15,13
"pattern_94421",18,12,8,10,22,16,14,14
"pattern_94422",14,6,10,6,14,10,8,12
"pattern_94424",14,8,4,6,20,16,10,10
"pattern_94426",12,12,16,14,12,10,14,14
"pattern_94427",16,10,12,12,18,12,8,10
"pattern_94428",20,12,6,10,28,22,16,16
"pattern_94429",16,10,6,10,22,20,14,14
"pattern_94430",16,6,10,8,16,8,8,12
"pattern_94431",16,12,12,12,16,14,10,14
"pattern_94432",20,18,14,16,26,18,20,18
"pattern_94433",10,16,18,16,6,10,14,12
"pattern_94435",18,16,12,14,18,16,14,18
"pattern_94436",15,9,5,7,21,15,13,11
"pattern_94438",12,14,18,14,10,10,12,10
"pattern_94439",12,10,10,8,18,14,14,10
"pattern_94440",8,8,14,10,10,8,6,10
"pattern_94441",12,12,12,12,22,16,14,16
"pattern_94442",12,10,10,12,14,10,8,8
"pattern_94443",14,10,10,10,16,12,6,10
"pattern_94444",12,8,8,6,20,14,8,10
"pattern_94445",20,14,12,12,20,18,16,18
"pattern_94446",11,7,11,7,13,7,9,11
"pattern_94447",14,12,10,10,20,18,12,20
"pattern_94448",12,6,10,6,16,10,10,8
"pattern_94449",10,12,18,16,8,10,8,10
"pattern_94450",14,14,10,12,20,22,14,16
"pattern_94451",18,12,8,12,24,18,12,14
"pattern_94453",19,17,19,19,15,13,17,21
"pattern_94454",14,12,8,8,22,18,14,16
"pattern_94455",14,12,8,8,22,16,12,16
"pattern_94457",13,7,13,9,13,9,7,9
"pattern_94458",18,8,6,8,24,16,12,14
"pattern_94459",8,16,22,18,12,8,14,12
"pattern_94460",13,7,11,7,19,9,9,11
"pattern_94461",8,10,14,10,10,10,8,8
"pattern_94462",18,10,10,10,20,16,12,16
"pattern_94464",16,10,6,10,22,18,16,14
"pattern_94465",15,9,9,11,19,15,11,13
"pattern_94466",16,16,14,14,20,18,14,22
"pattern_94467",11,15,21,17,11,7,11,11
"pattern_94468",15,9,13,11,15,11,9,13
"pattern_94469",11,13,17,15,13,11,15,15
"pattern_94470",20,16,10,14,24,16,16,14
"pattern_94471",18,16,10,14,26,24,18,18
"pattern_94472",20,18,14,16,22,20,16,18
"pattern_94473",20,10,6,8,22,18,14,14
"pattern_94474",18,14,10,14,24,18,16,16
"pattern_94475",16,10,6,10,26,18,12,12
"pattern_94477",14,8,14,12,12,10,8,8
"pattern_94478",18,12,8,8,18,16,14,14
"pattern_94479",16,16,10,12,28,18,18,16
"pattern_94480",12,14,16,16,16,16,10,12
"pattern_94481",11,5,5,5,19,15,7,7
"pattern_94482",14,10,10,10,20,14,12,8
"pattern_94483",12,14,20,16,12,10,14,14
"pattern_94484",16,12,8,12,26,18,14,16
"pattern_94485",10,12,16,14,10,8,12,6
"pattern_94486",16,12,8,10,22,20,18,14
"pattern_94487",18,16,10,12,24,20,14,18
"pattern_94488",16,14,8,12,26,20,18,14
"pattern_94489",16,10,6,10,20,18,10,14
"pattern_94490",9,17,19,17,11,13,11,11
"pattern_94491",12,14,14,12,16,14,14,12
"pattern_94492",16,14,12,12,16,12,12,16
"pattern_94493",15,19,17,19,15,15,17,15
"pattern_94494",12,12,12,12,16,16,12,10
"pattern_94496",15,7,11,11,15,13,5,11
"pattern_94497",10,12,12,12,20,18,10,12
"pattern_94498",16,14,10,12,20,16,12,16
"pattern_94499",14,10,14,12,14,12,8,12
"pattern_94500",20,14,8,10,22,16,18,16
"pattern_94501",12,8,10,10,16,10,8,6
"pattern_94502",16,8,14,12,14,10,6,12
"pattern_94503",22,16,10,14,22,20,14,18
"pattern_94506",14,6,6,8,20,14,10,10
"pattern_94507",15,11,7,11,25,19,13,15
"pattern_94508",17,9,13,11,17,11,9,13
"pattern_94509",16,14,12,12,18,18,12,14
"pattern_94511",14,16,20,18,10,12,16,16
"pattern_94512",8,16,20,18,10,8,14,10
"pattern_94513",20,16,10,14,24,20,14,18
"pattern_94514",10,14,12,12,20,20,12,14
"pattern_94515",13,11,17,13,11,11,11,13
"pattern_94517",16,10,8,10,20,14,10,14
"pattern_94518",12,12,8,8,18,12,14,8
"pattern_94519",8,12,16,12,12,10,8,10
"pattern_94520",18,14,8,12,24,20,16,12
"pattern_94521",12,10,8,8,20,16,10,14
"pattern_94522",22,16,12,16,20,16,14,18
"pattern_94523",14,12,10,10,20,16,14,18
"pattern_94524",16,10,6,8,24,20,12,12
"pattern_94526",16,10,4,6,24,16,16,14
"pattern_94527",18,16,12,12,22,22,14,18
"pattern_94528",20,16,12,14,24,22,16,18
"pattern_94529",14,12,10,12,20,18,8,16
"pattern_94530",16,10,10,12,26,16,12,14
"pattern_94531",14,12,16,14,16,8,10,12
"pattern_94532",20,16,10,14,24,20,16,16
"pattern_94533",15,13,7,9,23,17,15,13
"pattern_94534",18,14,10,10,22,18,16,16
"pattern_94535",18,18,18,20,16,16,16,18
"pattern_94536",12,8,10,6,16,14,8,10
"pattern_94537",17,9,7,11,21,15,11,13
"pattern_94538",18,12,8,12,26,20,18,18
"pattern_94539",18,14,8,10,20,18,16,14
"pattern_94540",20,12,8,12,20,20,16,16
"pattern_94541",14,12,8,8,24,18,12,16
"pattern_94542",10,10,8,8,20,14,14,12
"pattern_94543",11,13,19,15,9,9,11,11
"pattern_94544",13,13,17,15,13,9,13,15
"pattern_94545",16,16,10,12,22,20,20,18
"pattern_94546",12,12,12,12,16,14,14,12
"pattern_94547",19,13,13,15,13,19,13,17
"pattern_94548",12,18,24,20,8,14,14,14
"pattern_94549",14,16,18,16,10,10,16,12
"pattern_94550",20,14,10,14,22,18,16,20
"pattern_94551",18,20,18,20,14,20,18,16
"pattern_94553",17,11,9,11,23,17,15,15
"pattern_94554",13,13,17,15,13,7,13,13
"pattern_94555",16,16,10,14,22,22,16,18
"pattern_94556",18,16,10,12,24,20,18,18
"pattern_94557",17,9,7,9,19,15,11,13
"pattern_94559",16,16,10,14,24,16,18,16
"pattern_94560",11,7,11,9,15,9,7,7
"pattern_94561",14,12,8,10,22,14,16,12
"pattern_94562",20,16,10,12,26,22,20,20
"pattern_94563",16,16,10,14,24,20,16,14
"pattern_94564",15,13,13,13,17,15,13,17
"pattern_94565",8,12,16,14,12,10,8,8
"pattern_94566",11,11,17,13,9,9,9,13
"pattern_94567",18,18,12,16,26,22,18,20
"pattern_94568",14,14,16,16,14,12,14,14
"pattern_94569",11,7,13,11,11,9,7,9
"pattern_94570",18,14,8,10,26,18,18,18
"pattern_94571",16,14,10,12,26,18,16,14
"pattern_94573",18,14,12,14,22,20,14,16
"pattern_94574",20,12,8,10,24,16,16,16
"pattern_94576",9,15,19,17,9,7,13,11
"pattern_94577",14,14,12,12,20,16,14,14
"pattern_94578",15,9,11,11,17,9,7,11
"pattern_94579",14,14,10,10,22,20,12,16
"pattern_94581",10,12,12,12,18,18,8,14
"pattern_94582",18,14,10,10,20,14,14,14
"pattern_94583",10,10,10,8,16,12,10,6
"pattern_94584",22,12,6,10,24,22,18,16
"pattern_94585",11,7,11,7,13,7,11,9
"pattern_94586",14,14,8,10,20,20,16,16
"pattern_94587",20,14,8,10,24,22,18,18
"pattern_94588",16,14,10,10,20,22,14,16
"pattern_94589",12,12,12,10,18,14,12,12
"pattern_94590",18,12,8,10,22,16,14,14
"pattern_94591",15,15,13,13,15,15,15,13
"pattern_94592",16,10,8,8,20,14,14,14
"pattern_94593",12,8,12,10,16,10,8,10
"pattern_94594",14,6,6,4,20,14,10,10
"pattern_94595",16,12,8,10,24,20,16,14
"pattern_94596",14,16,20,18,10,8,16,16
"pattern_94597",16,14,10,14,24,20,18,16
"pattern_94599",10,10,14,10,16,6,10,8
"pattern_94600",7,9,11,9,15,11,11,7
"pattern_94601",18,14,10,14,24,18,16,16
"pattern_94602",16,14,10,12,22,18,12,18
"pattern_94603",18,12,12,14,22,18,12,18
"pattern_94604",6,8,14,10,12,6,6,6
"pattern_94605",18,14,10,10,22,18,14,18
"pattern_94606",15,11,9,11,19,17,11,13
"pattern_94607",14,10,14,10,12,8,8,12
"pattern_94608",20,10,6,10,22,18,12,16
"pattern_94609",13,13,15,15,11,13,13,13
"pattern_94610",18,12,6,10,24,18,16,14
"pattern_94611",14,14,10,12,22,18,14,14
"pattern_94612",16,14,12,12,20,18,12,20
"pattern_94613",14,14,12,14,22,18,12,14
"pattern_94614",16,8,4,8,24,18,14,14
"pattern_94615",14,10,8,10,22,20,10,14
"pattern_94616",14,12,10,10,18,12,10,12
"pattern_94617",20,14,8,12,22,18,16,14
"pattern_94618",12,16,20,18,12,14,16,12
"pattern_94619",15,17,17,17,13,13,15,13
"pattern_94620",14,6,4,6,20,14,10,10
"pattern_94621",16,14,10,10,22,20,18,18
"pattern_94622",17,7,13,11,15,13,7,13
"pattern_94623",14,10,8,8,20,20,10,12
"pattern_94624",16,12,6,8,22,18,12,16
"pattern_94625",7,13,19,15,9,5,11,9
"pattern_94626",16,14,8,10,24,20,18,14
"pattern_94627",14,16,12,14,22,18,18,14
"pattern_94628",22,16,10,12,26,18,20,18
"pattern_94629",12,10,16,12,10,8,8,12
"pattern_94630",16,16,10,12,24,18,22,16
"pattern_94631",8,12,16,14,12,6,12,8
"pattern_94632",8,12,16,14,12,14,10,12
"pattern_94633",14,14,10,10,22,22,12,16
"pattern_94634",14,14,18,16,12,10,14,14
"pattern_94635",12,12,18,14,12,8,12,16
"pattern_94636",7,11,15,11,13,7,11,9
"pattern_94637",10,14,20,16,8,10,10,14
"pattern_94638",11,15,19,15,11,9,15,11
"pattern_94639",12,6,12,10,16,10,6,8
"pattern_94640",16,12,10,10,18,18,14,14
"pattern_94642",14,6,12,10,14,8,8,10
"pattern_94643",14,18,20,20,12,10,16,18
"pattern_94644",18,14,8,12,26,20,14,16
"pattern_94645",11,13,19,15,9,9,9,13
"pattern_94646",22,14,12,14,24,20,16,18
"pattern_94647",14,14,20,16,10,10,12,16
"pattern_94648",18,14,8,10,22,18,16,16
"pattern_94649",20,12,8,10,22,18,16,14
"pattern_94650",9,11,17,15,9,9,9,11
"pattern_94651",16,10,6,6,20,18,12,14
"pattern_94653",9,7,9,9,17,13,11,7
"pattern_94654",6,8,14,12,12,8,6,6
"pattern_94655",11,13,13,9,15,13,13,11
"pattern_94657",14,14,16,14,20,14,14,18
"pattern_94658",13,15,17,17,13,13,15,15
"pattern_94659",12,18,20,18,10,12,18,12
"pattern_94661",14,12,10,12,24,18,14,14
"pattern_94662",20,14,8,12,24,20,20,14
"pattern_94663",20,14,8,10,22,20,14,16
"pattern_94664",12,10,10,8,20,16,12,10
"pattern_94665",18,12,6,10,24,18,16,12
"pattern_94666",13,11,7,7,19,15,9,11
"pattern_94667",14,12,8,10,22,20,14,12
"pattern_94668",20,12,10,12,20,16,12,16
"pattern_94669",16,14,10,12,24,16,16,14
"pattern_94670",14,8,10,8,18,12,8,12
"pattern_94671",11,15,19,15,13,11,13,13
"pattern_94672",18,18,12,14,24,20,16,20
"pattern_94673",11,9,15,11,11,7,9,11
"pattern_94674",12,10,10,10,18,14,12,10
"pattern_94675",13,11,9,9,15,13,13,11
"pattern_94676",16,14,10,12,20,16,16,16
"pattern_94677",12,18,16,14,18,14,12,14
"pattern_94678",13,13,11,11,19,13,15,13
"pattern_94679",12,12,14,14,12,6,10,12
"pattern_94680",13,9,13,11,15,9,9,7
"pattern_94681",18,16,12,14,26,18,16,16
"pattern_94682",10,16,20,18,10,12,14,12
"pattern_94683",16,12,8,10,22,20,14,14
"pattern_94684",18,10,6,8,24,16,14,12
"pattern_94685",18,14,8,10,22,16,14,18
"pattern_94686",20,12,8,10,24,16,16,14
"pattern_94687",13,13,11,11,17,15,15,17
"pattern_94688",10,10,14,10,14,8,10,10
"pattern_94689",20,18,14,16,24,22,20,20
"pattern_94690",14,14,12,12,24,20,14,14
"pattern_94691",13,13,17,15,11,9,9,11
"pattern_94692",18,14,8,10,24,22,16,18
"pattern_94693",8,10,12,10,14,8,8,6
"pattern_94694",18,12,8,12,22,18,12,14
"pattern_94695",14,14,8,10,22,14,16,12
"pattern_94696",19,17,13,17,15,15,17,15
"pattern_94697",13,9,15,11,11,7,9,11
"pattern_94698",14,6,12,10,16,10,8,12
"pattern_94700",16,8,8,8,18,14,12,14
"pattern_94701",14,16,12,14,22,20,12,18
"pattern_94702",16,14,8,10,22,22,12,16
"pattern_94703",18,16,10,12,24,20,18,18
"pattern_94705",20,12,10,12,20,16,10,16
"pattern_94706",16,14,10,12,20,20,18,18
"pattern_94707",13,13,13,13,17,15,15,11
"pattern_94709",14,10,8,8,18,16,12,12
"pattern_94710",12,12,18,14,8,10,12,14
"pattern_94711",15,19,21,19,9,13,19,15
"pattern_94712",16,10,6,10,24,22,14,16
"pattern_94713",18,14,14,14,20,18,14,20
"pattern_94714",12,14,20,16,10,8,10,12
"pattern_94715",10,8,8,6,18,14,10,8
"pattern_94716",11,11,15,11,11,9,13,13
"pattern_94717",14,16,18,16,12,14,14,14
"pattern_94718",14,18,16,16,20,22,16,18
"pattern_94720",15,9,9,7,17,15,11,15
"pattern_94721",20,16,10,12,20,20,18,18
"pattern_94723",16,14,12,12,22,20,14,18
"pattern_94725",16,14,12,14,20,16,14,16
"pattern_94726",16,16,12,12,24,22,16,16
"pattern_94727",15,17,13,15,19,17,15,17
"pattern_94728",13,13,17,15,11,11,11,13
"pattern_94729",18,16,10,12,18,18,18,16
"pattern_94730",16,12,8,12,22,18,12,14
"pattern_94731",14,10,12,10,14,14,10,12
"pattern_94732",18,14,10,14,24,16,14,14
"pattern_94733",14,14,10,10,22,18,12,14
"pattern_94734",18,14,8,10,22,16,14,18
"pattern_94735",11,11,13,9,15,9,7,9
"pattern_94736",18,14,8,12,20,20,16,16
"pattern_94737",18,16,10,12,26,18,18,16
"pattern_94738",10,10,12,10,16,10,8,4
"pattern_94739",17,13,15,15,17,13,15,15
"pattern_94740",10,12,16,14,12,10,10,10
"pattern_94741",18,16,10,12,24,22,16,18
"pattern_94742",8,12,18,16,8,6,10,8
"pattern_94743",8,14,20,16,10,12,8,10
"pattern_94744",20,14,8,10,20,20,18,16
"pattern_94745",14,10,10,8,18,14,12,12
"pattern_94746",11,9,11,7,15,11,11,7
"pattern_94747",12,14,18,16,8,12,12,16
"pattern_94748",13,11,9,9,17,13,9,11
"pattern_94749",14,14,12,12,22,18,14,16
"pattern_94750",14,16,20,18,14,12,12,18
"pattern_94751",16,10,8,10,20,20,12,14
"pattern_94752",18,12,8,12,22,18,10,16
"pattern_94753",14,12,12,10,20,16,12,16
"pattern_94754",10,12,16,12,8,10,12,12
"pattern_94755",22,14,8,10,24,20,16,18
"pattern_94756",14,10,14,10,14,12,8,10
"pattern_94757",22,12,10,12,24,18,12,18
"pattern_94758",11,7,11,9,15,11,5,7
"pattern_94759",14,20,24,20,10,14,20,18
"pattern_94760",10,12,18,16,8,10,6,12
"pattern_94761",18,16,10,12,24,18,18,16
"pattern_94762",15,11,11,13,19,13,11,13
"pattern_94763",9,9,15,11,11,9,9,9
"pattern_94764",9,13,19,15,7,11,9,13
"pattern_94765",12,10,16,14,10,10,10,12
"pattern_94766",18,14,12,14,22,18,16,20
"pattern_94767",16,16,12,12,24,18,16,16
"pattern_94769",7,9,15,13,11,7,7,5
"pattern_94770",12,10,8,8,20,14,12,14
"pattern_94771",20,18,14,16,16,18,16,20
"pattern_94772",16,14,10,12,22,18,18,12
"pattern_94773",14,8,10,10,16,12,14,16
"pattern_94774",10,16,22,18,8,8,14,14
"pattern_94775",11,11,17,13,13,9,15,13
"pattern_94776",18,12,8,12,24,18,16,16
"pattern_94777",14,12,10,12,22,16,12,16
"pattern_94778",13,11,13,11,17,9,13,13
"pattern_94779",16,16,12,14,22,18,20,16
"pattern_94780",14,10,10,8,18,16,14,16
"pattern_94781",8,14,20,18,10,10,10,10
"pattern_94782",20,12,8,10,20,20,16,14
"pattern_94783",14,10,8,8,20,16,14,14
"pattern_94784",18,16,14,16,22,16,16,16
"pattern_94785",14,12,10,12,22,16,14,12
"pattern_94786",15,11,11,9,19,11,11,15
"pattern_94787",18,12,8,12,22,22,16,18
"pattern_94788",14,10,14,12,14,8,8,12
"pattern_94789",7,13,17,13,7,9,9,9
"pattern_94790",14,12,6,8,26,20,16,16
"pattern_94791",16,12,10,10,18,16,14,14
"pattern_94792",16,12,16,14,14,8,12,14
"pattern_94793",18,12,8,12,22,18,14,18
"pattern_94794",14,12,10,10,24,16,14,14
"pattern_94795",18,16,10,14,24,20,18,16
"pattern_94796",6,14,18,14,10,10,10,8
"pattern_94797",14,10,8,8,16,14,12,8
"pattern_94798",12,8,14,10,12,8,10,12
"pattern_94799",10,12,18,16,12,10,10,10
"pattern_94800",14,10,14,12,12,10,10,12
"pattern_94801",14,6,6,6,18,16,8,10
"pattern_94802",18,12,12,14,22,16,14,16
"pattern_94803",12,14,14,14,18,16,16,14
"pattern_94804",16,14,10,10,20,18,16,14
"pattern_94805",16,12,10,10,24,18,14,18
"pattern_94806",12,8,14,12,10,12,4,8
"pattern_94807",15,15,17,19,15,17,13,15
"pattern_94808",16,14,10,12,24,16,16,14
"pattern_94809",18,12,8,12,20,20,16,16
"pattern_94810",11,19,23,21,7,13,15,15
"pattern_94811",16,12,10,12,20,16,16,14
"pattern_94812",18,16,10,12,20,22,16,16
"pattern_94813",16,12,8,8,24,20,16,16
"pattern_94814",16,16,14,14,20,18,12,16
"pattern_94815",18,20,16,16,24,22,20,20
"pattern_94816",13,17,15,15,15,15,19,15
"pattern_94817",20,14,10,12,20,18,16,18
"pattern_94818",7,9,13,9,11,7,7,7
"pattern_94819",17,9,11,9,15,11,9,15
"pattern_94820",20,14,8,10,26,18,16,18
"pattern_94821",10,8,14,12,12,8,8,8
"pattern_94822",15,13,11,11,17,11,15,15
"pattern_94823",14,16,16,14,14,14,16,10
"pattern_94824",12,10,14,10,16,10,12,12
"pattern_94825",11,9,11,9,15,11,11,9
"pattern_94826",17,11,9,9,19,13,13,13
"pattern_94827",20,12,10,12,24,16,14,14
"pattern_94828",14,16,12,14,22,20,14,18
"pattern_94829",13,9,9,7,15,11,11,11
"pattern_94831",20,16,10,12,20,20,16,18
"pattern_94832",16,16,12,12,24,18,16,16
"pattern_94833",18,14,8,12,20,22,18,18
"pattern_94835",8,16,20,16,10,10,12,12
"pattern_94836",12,12,8,10,20,18,14,12
"pattern_94837",18,16,12,14,24,20,18,18
"pattern_94838",16,12,10,10,16,14,14,12
"pattern_94839",13,11,15,13,11,7,9,11
"pattern_94840",13,11,9,11,19,13,11,9
"pattern_94842",15,15,19,19,11,11,15,13
"pattern_94843",5,9,13,9,13,9,7,5
"pattern_94844",20,14,10,14,24,20,16,20
"pattern_94845",14,14,16,14,14,10,16,16
"pattern_94846",15,19,21,19,13,17,13,17
"pattern_94847",15,17,19,17,13,11,17,17
"pattern_94848",12,10,16,12,10,6,8,8
"pattern_94849",11,7,9,7,19,9,9,7
"pattern_94850",8,14,20,16,8,10,10,14
"pattern_94851",10,10,14,10,16,8,8,8
"pattern_94853",14,10,6,10,22,20,10,14
"pattern_94854",12,8,12,10,16,12,6,12
"pattern_94855",14,14,8,12,26,18,14,14
"pattern_94856",18,18,12,14,22,20,18,16
"pattern_94857",8,10,14,10,14,10,10,6
"pattern_94858",10,12,12,10,12,12,10,10
"pattern_94859",10,10,16,12,14,6,12,12
"pattern_94860",15,11,13,11,13,11,11,11
"pattern_94861",14,12,18,16,10,12,6,14
"pattern_94862",20,14,8,10,24,22,18,18
"pattern_94863",16,12,8,12,22,18,14,14
"pattern_94864",8,8,14,12,12,10,6,8
"pattern_94865",20,14,8,10,20,14,14,16
"pattern_94866",14,16,16,14,18,18,14,16
"pattern_94867",14,12,8,8,22,14,12,12
"pattern_94868",14,14,10,10,18,16,12,14
"pattern_94869",8,10,12,10,14,12,10,6
"pattern_94870",14,12,8,8,20,14,12,10
"pattern_94871",20,12,8,10,22,18,14,14
"pattern_94872",12,12,14,12,14,8,16,14
"pattern_94874",18,10,6,10,22,18,16,14
"pattern_94875",14,14,10,10,20,16,14,12
"pattern_94876",16,12,6,8,22,20,16,16
"pattern_94877",10,10,16,12,12,6,14,12
"pattern_94878",16,16,12,14,22,20,16,16
"pattern_94879",16,16,10,14,24,22,16,16
"pattern_94880",20,12,8,12,22,18,14,14
"pattern_94881",7,11,17,13,11,7,7,7
"pattern_94882",8,8,14,10,10,10,6,12
"pattern_94883",10,10,12,10,14,10,8,10
"pattern_94884",17,11,11,11,15,15,15,17
"pattern_94885",8,8,14,10,12,4,8,8
"pattern_94887",18,14,10,12,22,18,16,16
"pattern_94888",14,14,14,14,18,16,14,14
"pattern_94889",14,14,10,12,24,18,18,16
"pattern_94890",16,16,20,18,10,14,16,16
"pattern_94891",16,10,8,8,24,18,12,14
"pattern_94892",14,16,12,14,22,14,18,16
"pattern_94893",14,8,6,4,20,14,14,10
"pattern_94894",10,10,14,12,12,6,10,8
"pattern_94895",10,8,12,8,14,8,8,10
"pattern_94897",16,10,6,10,20,16,10,10
"pattern_94898",18,10,8,8,24,18,12,16
"pattern_94899",12,6,8,6,18,12,10,8
"pattern_94900",12,14,14,12,18,18,14,18
"pattern_94901",10,10,16,12,14,12,10,10
"pattern_94902",9,11,17,13,11,9,9,11
"pattern_94903",14,12,6,10,24,18,16,10
"pattern_94904",16,16,14,16,20,20,14,16
"pattern_94905",12,10,8,6,18,14,12,10
"pattern_94906",12,6,12,10,16,6,10,8
"pattern_94907",18,12,12,10,20,16,14,16
"pattern_94908",16,14,8,12,22,20,18,16
"pattern_94909",12,12,8,8,20,16,14,10
"pattern_94910",14,12,6,10,24,18,16,14
"pattern_94911",8,10,14,10,12,8,8,6
"pattern_94912",16,16,10,12,24,20,16,16
"pattern_94913",22,14,10,14,22,16,16,16
"pattern_94914",20,12,8,10,18,18,14,14
"pattern_94915",14,8,14,12,14,10,10,12
"pattern_94916",12,6,6,6,18,16,8,8
"pattern_94917",18,10,6,8,24,18,14,12
"pattern_94918",18,16,14,16,24,18,18,16
"pattern_94919",13,13,19,15,11,11,11,15
"pattern_94921",9,11,17,13,11,5,9,11
"pattern_94922",20,14,8,10,26,18,18,18
"pattern_94923",14,12,12,10,20,14,10,16
"pattern_94924",9,9,11,9,15,9,9,9
"pattern_94925",10,8,14,12,14,10,8,8
"pattern_94926",12,14,14,14,16,16,12,14
"pattern_94927",20,14,8,12,22,18,14,16
"pattern_94928",14,14,10,10,24,18,14,14
"pattern_94930",10,14,18,14,10,6,16,12
"pattern_94931",14,12,8,10,20,20,12,14
"pattern_94932",16,18,16,14,20,20,16,22
"pattern_94933",7,11,17,13,9,9,9,9
"pattern_94934",18,20,18,18,14,14,20,16
"pattern_94935",14,10,6,8,22,16,12,12
"pattern_94936",10,14,18,14,8,10,10,12
"pattern_94937",16,12,10,12,22,20,10,16
"pattern_94938",11,9,9,7,17,13,11,9
"pattern_94940",16,16,14,14,18,22,16,16
"pattern_94941",18,14,10,10,22,20,16,16
"pattern_94942",18,10,4,6,22,18,16,14
"pattern_94943",18,14,8,10,22,16,18,16
"pattern_94944",15,15,15,15,15,15,15,13
"pattern_94945",10,12,12,12,18,16,14,12
"pattern_94946",13,9,15,11,15,11,9,11
"pattern_94947",15,13,15,13,17,17,13,17
"pattern_94948",12,10,12,12,14,14,12,8
"pattern_94950",14,10,16,12,14,10,10,14
"pattern_94951",16,10,10,12,22,20,10,16
"pattern_94952",14,10,14,12,16,8,8,12
"pattern_94953",13,13,13,13,17,15,15,11
"pattern_94955",12,10,14,12,16,10,14,14
"pattern_94956",18,10,4,8,24,22,14,14
"pattern_94957",10,12,14,10,10,8,10,6
"pattern_94958",15,15,15,15,15,15,13,15
"pattern_94961",10,14,12,12,20,18,12,16
"pattern_94962",18,12,12,12,18,16,12,16
"pattern_94963",11,9,15,11,13,5,9,7
"pattern_94964",18,12,8,12,22,22,12,16
"pattern_94965",6,12,16,12,10,10,12,6
"pattern_94967",18,14,10,14,20,22,14,16
"pattern_94968",16,12,8,12,22,16,16,14
"pattern_94969",14,14,8,12,24,20,14,12
"pattern_94970",14,14,16,14,12,10,14,14
"pattern_94971",13,5,9,7,17,13,5,9
"pattern_94972",16,12,10,10,20,16,12,16
"pattern_94973",14,12,12,10,20,20,12,18
"pattern_94974",8,8,14,10,12,8,10,8
"pattern_94975",12,10,8,8,18,14,12,12
"pattern_94976",18,14,8,12,26,18,16,16
"pattern_94977",18,12,6,10,24,20,16,16
"pattern_94978",8,8,10,8,14,10,8,4
"pattern_94979",14,12,8,8,22,18,14,14
"pattern_94980",16,14,8,10,26,18,16,16
