n_participants,model_type,model_label,term,term_label,tipo_termino,n_boot_with_term,n_significant,mean_estimate,sd_estimate,mean_p_value,median_p_value,n_ok_models,significance_rate,conditional_significance_rate,term_presence_rate
600,M2_REDUCED,M2 reducido: interacciones teóricas,z_POPULARITY,Dimensión: Popularidad,Dimensión,5,1,0.00811075725069287,0.010093646224296864,0.25334608133475367,0.08699684289302051,5,0.2,0.2,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G5_Uninterested:z_MEANING,Arquetipo: G5 Uninterested x Dimensión: Significado,Interacción,5,1,-0.08079553206220522,0.0625391159962937,0.2620644694296836,0.16809470285759778,5,0.2,0.2,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G4_HomoEconomicus:z_AUTONOMY,Arquetipo: G4 HomoEconomicus x Dimensión: Autonomía,Interacción,5,0,-0.0039361453375409555,0.046641370272696804,0.3004133569701217,0.2587208120289821,5,0,0,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G3_Fearful_Careful:z_AUTONOMY,Arquetipo: G3 Fearful Careful x Dimensión: Autonomía,Interacción,5,0,-0.02256099968631856,0.02097781541348901,0.3603119439752326,0.3975770403040168,5,0,0,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G2_EarlyAdopter_Influencer:z_AUTONOMY,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Autonomía,Interacción,5,0,-0.015836187816509188,0.019952737747435785,0.4682408271336853,0.6798454552973072,5,0,0,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G2_EarlyAdopter_Influencer:z_MEANING,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Significado,Interacción,5,0,0.004031725996704539,0.014925259289725698,0.5891409657521036,0.6017666222484181,5,0,0,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,z_STIMULATION,Dimensión: Estímulo,Dimensión,5,0,-0.006423489241602931,0.008938427432521956,0.6289241540796161,0.6617593655154488,5,0,0,1
1000,M0,M0: solo arquetipo,Knowledge|Considering,Knowledge|Considering,Umbral de etapa,4,4,-1.220424922097618,0.10674311650167108,6.749191067279277e-45,1.9104813048830928e-50,5,0.8,1,0.8
1000,M0,M0: solo arquetipo,macro_archetype_5G5_Uninterested,Arquetipo: G5 Uninterested,Arquetipo,4,4,-1.7993731111729856,0.1851696163216097,2.0325558749183043e-25,1.1469980595128033e-29,5,0.8,1,0.8
1000,M0,M0: solo arquetipo,macro_archetype_5G3_Fearful_Careful,Arquetipo: G3 Fearful Careful,Arquetipo,4,4,-1.0361447786922091,0.09832951558159948,5.9680692889377926e-21,5.0280653150274477e-23,5,0.8,1,0.8
1000,M0,M0: solo arquetipo,Considering|Done,Considering|Done,Umbral de etapa,4,4,0.5865257124905089,0.08326075038990528,6.37138353042827e-10,2.2619180101428915e-16,5,0.8,1,0.8
1000,M0,M0: solo arquetipo,macro_archetype_5G2_EarlyAdopter_Influencer,Arquetipo: G2 EarlyAdopter Influencer,Arquetipo,4,4,0.6032776662297454,0.13210727136904005,3.0165089579149947e-6,5.529140706806465e-11,5,0.8,1,0.8
1000,M0,M0: solo arquetipo,macro_archetype_5G4_HomoEconomicus,Arquetipo: G4 HomoEconomicus,Arquetipo,4,4,-0.470254378117762,0.09791642199604572,0.0011571935063798028,0.0013163759619724774,5,0.8,1,0.8
1000,M1,M1: arquetipo + dimensiones,z_AUTONOMY,Dimensión: Autonomía,Dimensión,5,5,0.20061428989491417,0.004791224799629861,7.437873705590302e-142,5.8129555327861436e-142,5,1,1,1
1000,M1,M1: arquetipo + dimensiones,macro_archetype_5G3_Fearful_Careful,Arquetipo: G3 Fearful Careful,Arquetipo,5,5,5.973881439503868,0.0875076663742808,5.806215207647588e-96,3.09738070237477e-98,5,1,1,1
1000,M1,M1: arquetipo + dimensiones,z_SECURITY,Dimensión: Seguridad,Dimensión,5,5,-0.13742041602251223,0.007383349911817877,6.231541722162786e-76,1.4786762328245723e-82,5,1,1,1
1000,M1,M1: arquetipo + dimensiones,macro_archetype_5G4_HomoEconomicus,Arquetipo: G4 HomoEconomicus,Arquetipo,5,5,5.865867242535936,0.09835369911948241,2.4540055935414902e-68,7.626799200654159e-73,5,1,1,1
1000,M1,M1: arquetipo + dimensiones,z_MEANING,Dimensión: Significado,Dimensión,5,5,0.09790245046297791,0.0022085742896969097,3.7869754047724277e-45,4.421742126217903e-46,5,1,1,1
1000,M1,M1: arquetipo + dimensiones,macro_archetype_5G5_Uninterested,Arquetipo: G5 Uninterested,Arquetipo,5,5,4.237186782668863,0.21660209355798324,4.2170316644864684e-45,1.7579085860943185e-49,5,1,1,1
1000,M1,M1: arquetipo + dimensiones,Considering|Done,Considering|Done,Umbral de etapa,5,5,7.728299298727256,0.5125669143913641,1.0670737535472913e-32,1.789263430294709e-36,5,1,1,1
1000,M1,M1: arquetipo + dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer,Arquetipo: G2 EarlyAdopter Influencer,Arquetipo,5,5,1.8977257493777722,0.06612800018239877,1.7973865683712216e-31,1.2732442162610396e-34,5,1,1,1
1000,M1,M1: arquetipo + dimensiones,z_PHYSIOLOGICAL,Dimensión: Materialidad,Dimensión,5,5,-0.05322905771834977,0.003635659985949182,4.3181741294768397e-26,1.1227357705304813e-30,5,1,1,1
1000,M1,M1: arquetipo + dimensiones,Knowledge|Considering,Knowledge|Considering,Umbral de etapa,5,5,4.085049769324216,0.46945984926732537,1.5702999847983678e-10,7.183409091225222e-14,5,1,1,1
1000,M1,M1: arquetipo + dimensiones,z_COMPETENCE,Dimensión: Competencia,Dimensión,5,5,-0.03028963072559975,0.004956994534138344,4.174993590956089e-5,1.772322445328577e-6,5,1,1,1
1000,M1,M1: arquetipo + dimensiones,z_STIMULATION,Dimensión: Estímulo,Dimensión,5,5,0.02111670097375376,0.006916462290971991,0.00720504368466477,4.695697184787505e-4,5,1,1,1
1000,M1,M1: arquetipo + dimensiones,z_POPULARITY,Dimensión: Popularidad,Dimensión,5,3,0.011932173497003758,0.006009009640769581,0.12101630313233445,0.012209419268468922,5,0.6,0.6,1
1000,M1,M1: arquetipo + dimensiones,z_FINANCIAL,Dimensión: Seguridad financiera,Dimensión,5,2,-0.01141617250516521,0.0060661938911956825,0.18735869586976728,0.05089094982557341,5,0.4,0.4,1
1000,M1,M1: arquetipo + dimensiones,z_RELATEDNESS,Dimensión: Vinculación,Dimensión,5,2,-0.013403943851865515,0.008424671446341353,0.21608730033728688,0.10270530130796199,5,0.4,0.4,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_AUTONOMY,Dimensión: Autonomía,Dimensión,5,5,0.22967053045399408,0.01329245561131466,7.692584512628061e-52,3.766109048405063e-52,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,Considering|Done,Considering|Done,Umbral de etapa,5,5,15.004034640291911,0.4665252285376888,3.901765259953046e-27,5.2918423349143665e-27,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_FINANCIAL,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Seguridad financiera,Interacción,5,5,0.2328152084132008,0.01150463010879234,1.4337208015763627e-24,1.567480163842431e-27,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful,Arquetipo: G3 Fearful Careful,Arquetipo,5,5,19.016319036308747,0.9111196409717932,8.875004246260286e-21,3.546791445549942e-21,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_PHYSIOLOGICAL,Arquetipo: G5 Uninterested x Dimensión: Materialidad,Interacción,5,5,-0.20788422897954426,0.010946233805599283,7.48154187634369e-17,1.693073066488657e-20,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_PHYSIOLOGICAL,Arquetipo: G3 Fearful Careful x Dimensión: Materialidad,Interacción,5,5,-0.14545637806818304,0.009555578490973927,1.7980068137652043e-15,2.016739570578657e-16,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_MEANING,Dimensión: Significado,Dimensión,5,5,0.13633252489977407,0.005536582973228949,1.0069270370078939e-14,5.652788871882157e-17,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,Knowledge|Considering,Knowledge|Considering,Umbral de etapa,5,5,10.073187469785454,0.3733137071712199,4.589037108879994e-14,4.706240147692838e-14,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_FINANCIAL,Dimensión: Seguridad financiera,Dimensión,5,5,-0.11499881765170412,0.006487622568714022,9.79771979702434e-12,2.524425310982362e-13,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer,Arquetipo: G2 EarlyAdopter Influencer,Arquetipo,5,5,11.430844389382878,0.6617789087858121,2.0288828512941737e-10,7.162599109952644e-11,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_SECURITY,Dimensión: Seguridad,Dimensión,5,5,-0.11956960714988044,0.012569082519513162,2.2142815493899732e-10,1.155682372156825e-14,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_COMPETENCE,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Competencia,Interacción,5,5,-0.14329347059424866,0.010336329920249564,9.022410990267879e-10,2.6137603766898467e-11,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus,Arquetipo: G4 HomoEconomicus,Arquetipo,5,5,15.781828681897464,1.732084870477257,1.1492049476557735e-7,1.1006837252078066e-11,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_FINANCIAL,Arquetipo: G3 Fearful Careful x Dimensión: Seguridad financiera,Interacción,5,5,0.10514255044647539,0.007143547641235977,1.1952485173794039e-5,4.5470342566267345e-6,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_MEANING,Arquetipo: G3 Fearful Careful x Dimensión: Significado,Interacción,5,5,-0.10989725545518736,0.012960106003892986,1.681288098706223e-5,4.7310002210062155e-6,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_PHYSIOLOGICAL,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Materialidad,Interacción,5,5,-0.0691618026459975,0.012044295832949537,2.4253032864893543e-4,3.7884418543710187e-5,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested,Arquetipo: G5 Uninterested,Arquetipo,5,5,13.593352616214757,2.554396170869134,2.634088907948908e-4,3.186871746954062e-7,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_MEANING,Arquetipo: G4 HomoEconomicus x Dimensión: Significado,Interacción,5,5,-0.12916381527154724,0.019377555778010324,2.709616889007607e-4,3.565673710844096e-5,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_STIMULATION,Arquetipo: G4 HomoEconomicus x Dimensión: Estímulo,Interacción,5,5,0.14055606528522474,0.043152061706332276,2.8990811415816135e-4,1.048059682170128e-7,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_PHYSIOLOGICAL,Dimensión: Materialidad,Dimensión,5,5,0.04560616151422123,0.007512265637672729,0.0010119930254182394,7.876758765888751e-5,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_SECURITY,Arquetipo: G3 Fearful Careful x Dimensión: Seguridad,Interacción,5,5,-0.08019773081109954,0.016460166752962274,0.001587316612626119,0.0012695682307094253,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_STIMULATION,Arquetipo: G3 Fearful Careful x Dimensión: Estímulo,Interacción,5,5,0.0912274007879404,0.024318860785436394,0.002547996920020469,1.0629256004269466e-5,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_STIMULATION,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Estímulo,Interacción,5,5,-0.05839504297628377,0.00969029421174695,0.0050680456986006124,0.002125970587498708,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_RELATEDNESS,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Vinculación,Interacción,5,5,-0.07789961471202128,0.02012985452406541,0.011337160181364185,4.0915411057571797e-4,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_FINANCIAL,Arquetipo: G5 Uninterested x Dimensión: Seguridad financiera,Interacción,5,5,0.10071409509010204,0.015012405453458994,0.014437630350136073,0.012382385386892205,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_STIMULATION,Arquetipo: G5 Uninterested x Dimensión: Estímulo,Interacción,5,5,0.0815664327215927,0.008604085955291814,0.023490239970357197,0.02427534305346463,5,1,1,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_COMPETENCE,Arquetipo: G4 HomoEconomicus x Dimensión: Competencia,Interacción,5,4,-0.10071071755803856,0.03143489651784695,0.02630589989399123,2.1519505331893426e-4,5,0.8,0.8,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_COMPETENCE,Arquetipo: G5 Uninterested x Dimensión: Competencia,Interacción,5,4,-0.11343585081484638,0.036265075921874515,0.061525308439199136,0.009180119474177496,5,0.8,0.8,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_SECURITY,Arquetipo: G4 HomoEconomicus x Dimensión: Seguridad,Interacción,5,4,0.07870175225981928,0.03309907012997307,0.06352313829505471,0.0031464461260191953,5,0.8,0.8,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_PHYSIOLOGICAL,Arquetipo: G4 HomoEconomicus x Dimensión: Materialidad,Interacción,5,4,-0.049778512082565604,0.017214174516855564,0.07167792748262017,0.041464224522728146,5,0.8,0.8,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_POPULARITY,Dimensión: Popularidad,Dimensión,5,4,0.03417343942907739,0.016229257141732508,0.11798637141211284,0.0025110311132788606,5,0.8,0.8,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_FINANCIAL,Arquetipo: G4 HomoEconomicus x Dimensión: Seguridad financiera,Interacción,5,3,-0.0616322299664344,0.022310340698323296,0.07738245185255894,0.03312431866076783,5,0.6,0.6,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_POPULARITY,Arquetipo: G3 Fearful Careful x Dimensión: Popularidad,Interacción,5,3,-0.044496361397434694,0.018985741197864302,0.08174723301287519,0.007278642316206476,5,0.6,0.6,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_POPULARITY,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Popularidad,Interacción,5,3,-0.04133649051777757,0.024129433645075745,0.14722708383654648,0.008185214038113182,5,0.6,0.6,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_MEANING,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Significado,Interacción,5,1,0.027686077339216915,0.014181386099593168,0.2228110394238405,0.240284038321077,5,0.2,0.2,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_AUTONOMY,Arquetipo: G4 HomoEconomicus x Dimensión: Autonomía,Interacción,5,1,-0.013671635584637597,0.02925456994714119,0.3950718110797776,0.363028761593323,5,0.2,0.2,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_MEANING,Arquetipo: G5 Uninterested x Dimensión: Significado,Interacción,5,1,-0.049440548547588205,0.04472027358571036,0.40504298175813724,0.2851188045132784,5,0.2,0.2,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_RELATEDNESS,Arquetipo: G5 Uninterested x Dimensión: Vinculación,Interacción,5,1,0.03386390563855224,0.06588249556023638,0.41099192858108474,0.41342392515348586,5,0.2,0.2,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_POPULARITY,Arquetipo: G4 HomoEconomicus x Dimensión: Popularidad,Interacción,5,1,-0.023352256141523198,0.02742370080298453,0.4373137527876948,0.2889923375140211,5,0.2,0.2,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_AUTONOMY,Arquetipo: G5 Uninterested x Dimensión: Autonomía,Interacción,5,1,-0.03583913989820476,0.042609352344026734,0.512245542553957,0.42820274947294806,5,0.2,0.2,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_RELATEDNESS,Arquetipo: G3 Fearful Careful x Dimensión: Vinculación,Interacción,5,1,-0.023044686737179403,0.031733421928136406,0.5463899992500074,0.48127494679812094,5,0.2,0.2,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_AUTONOMY,Arquetipo: G3 Fearful Careful x Dimensión: Autonomía,Interacción,5,0,-0.023491975946582463,0.0090987969071426,0.2527862894427524,0.24381928598401018,5,0,0,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_SECURITY,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Seguridad,Interacción,5,0,-0.010844056155496346,0.021146719460665774,0.4256807034038831,0.3545635650042496,5,0,0,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_POPULARITY,Arquetipo: G5 Uninterested x Dimensión: Popularidad,Interacción,5,0,-0.012210225981830117,0.02502222931511693,0.46270779595986666,0.43678236215175764,5,0,0,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_AUTONOMY,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Autonomía,Interacción,5,0,-0.0010512563667992984,0.021064546066832432,0.46892164303574746,0.47757458471939646,5,0,0,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_SECURITY,Arquetipo: G5 Uninterested x Dimensión: Seguridad,Interacción,5,0,0.029949268726631454,0.028251770759142265,0.5054475153918411,0.44950875094604614,5,0,0,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_RELATEDNESS,Arquetipo: G4 HomoEconomicus x Dimensión: Vinculación,Interacción,5,0,-0.008378586634174045,0.02602709471903837,0.5348818777795102,0.5768306747254287,5,0,0,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_COMPETENCE,Arquetipo: G3 Fearful Careful x Dimensión: Competencia,Interacción,5,0,-0.00879857052761247,0.009928412345945966,0.5945987292822333,0.6757521968615892,5,0,0,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_STIMULATION,Dimensión: Estímulo,Dimensión,5,0,-0.00925918966959809,0.00999791485304555,0.6036711836998074,0.7521544294622,5,0,0,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_RELATEDNESS,Dimensión: Vinculación,Dimensión,5,0,0.005273786128495901,0.016969053692976226,0.6439779871681254,0.6771046967235783,5,0,0,1
1000,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_COMPETENCE,Dimensión: Competencia,Dimensión,5,0,0.0023405277863460306,0.00964345339933816,0.6620509083842725,0.6973021642748454,5,0,0,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,z_SECURITY,Dimensión: Seguridad,Dimensión,5,5,-0.13708315040420938,0.007714541945994897,2.0013370584022642e-57,1.0934490347059773e-62,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,z_AUTONOMY,Dimensión: Autonomía,Dimensión,5,5,0.2281953518753925,0.011972530837837714,5.573786164332784e-54,2.615320546837631e-57,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,Considering|Done,Considering|Done,Umbral de etapa,5,5,11.889481251318566,0.2740395943069414,1.7015288983658735e-24,7.546615467557613e-25,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G5_Uninterested:z_PHYSIOLOGICAL,Arquetipo: G5 Uninterested x Dimensión: Materialidad,Interacción,5,5,-0.20879728310910242,0.012259625282832273,2.593348792299409e-23,1.1470171980686877e-27,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G3_Fearful_Careful:z_PHYSIOLOGICAL,Arquetipo: G3 Fearful Careful x Dimensión: Materialidad,Interacción,5,5,-0.17065653621443222,0.009884835206739922,1.6168608985489134e-22,5.88333713760298e-25,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G3_Fearful_Careful,Arquetipo: G3 Fearful Careful,Arquetipo,5,5,14.649861131638238,0.49884696554798563,1.1786814506604418e-20,9.91887358348486e-22,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,z_MEANING,Dimensión: Significado,Dimensión,5,5,0.15682563141020653,0.01002329990652267,3.2455327172480037e-19,2.128078763829135e-24,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G2_EarlyAdopter_Influencer:z_FINANCIAL,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Seguridad financiera,Interacción,5,5,0.1789291740952167,0.012594616908322255,1.3282952289286007e-18,4.911683169810674e-19,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G4_HomoEconomicus,Arquetipo: G4 HomoEconomicus,Arquetipo,5,5,15.641869459069927,1.9874435013948957,9.293092662329834e-11,6.551826828480578e-15,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,Knowledge|Considering,Knowledge|Considering,Umbral de etapa,5,5,7.275963624324081,0.30007024880057925,1.1332820906297365e-10,3.3728116762521165e-11,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G3_Fearful_Careful:z_MEANING,Arquetipo: G3 Fearful Careful x Dimensión: Significado,Interacción,5,5,-0.14130454711322907,0.013831699630181481,2.847565409040717e-9,1.0353944314072266e-10,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,z_FINANCIAL,Dimensión: Seguridad financiera,Dimensión,5,5,-0.08125422793201284,0.008071455943470173,3.963356877180661e-8,6.174639763298379e-8,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G2_EarlyAdopter_Influencer:z_PHYSIOLOGICAL,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Materialidad,Interacción,5,5,-0.08970063664849566,0.00889313026691089,9.623276671334628e-8,2.148588269685586e-9,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G5_Uninterested,Arquetipo: G5 Uninterested,Arquetipo,5,5,12.80684335838492,1.1967426677406179,1.2791358158941183e-7,4.035075592533695e-9,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G2_EarlyAdopter_Influencer:z_STIMULATION,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Estímulo,Interacción,5,5,-0.08409555637904757,0.007282869598711154,6.568201020406545e-6,6.371059383713521e-6,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G4_HomoEconomicus:z_MEANING,Arquetipo: G4 HomoEconomicus x Dimensión: Significado,Interacción,5,5,-0.1404198829410725,0.017836804123446126,2.267549539772206e-5,4.273753462175584e-6,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,z_COMPETENCE,Dimensión: Competencia,Dimensión,5,5,-0.03491939952341802,0.005113740298073426,4.146172666164958e-5,3.2089367877620828e-6,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,z_PHYSIOLOGICAL,Dimensión: Materialidad,Dimensión,5,5,0.052735636870647404,0.006925495975545197,5.589779267538523e-5,2.8735723255574487e-6,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G3_Fearful_Careful:z_STIMULATION,Arquetipo: G3 Fearful Careful x Dimensión: Estímulo,Interacción,5,5,0.10095099753965665,0.020453586564177662,7.984365111421559e-5,6.852537354583599e-8,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G4_HomoEconomicus:z_STIMULATION,Arquetipo: G4 HomoEconomicus x Dimensión: Estímulo,Interacción,5,5,0.14354628836625596,0.04941852368199205,3.3365238033703567e-4,1.1667905142446815e-8,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G3_Fearful_Careful:z_FINANCIAL,Arquetipo: G3 Fearful Careful x Dimensión: Seguridad financiera,Interacción,5,5,0.07155965073818903,0.009787988784606648,0.0012014629849845737,8.026450419885228e-4,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G2_EarlyAdopter_Influencer,Arquetipo: G2 EarlyAdopter Influencer,Arquetipo,5,5,4.0234243659829,0.7790787954235586,0.006882497005849865,0.006036193174312413,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G4_HomoEconomicus:z_FINANCIAL,Arquetipo: G4 HomoEconomicus x Dimensión: Seguridad financiera,Interacción,5,5,-0.08538839278850259,0.02107514152405994,0.009521241979956848,3.66521045721304e-4,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,z_RELATEDNESS,Dimensión: Vinculación,Dimensión,5,5,-0.024139182810035374,0.007063652073658056,0.014396788491177582,0.0134890574929667,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G5_Uninterested:z_STIMULATION,Arquetipo: G5 Uninterested x Dimensión: Estímulo,Interacción,5,5,0.08405446931038947,0.017211754135076213,0.017032184843392518,0.018868077403730057,5,1,1,1
1000,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G4_HomoEconomicus:z_PHYSIOLOGICAL,Arquetipo: G4 HomoEconomicus x Dimensión: Materialidad,Interacción,5,4,-0.05988092185030433,0.009784844232406109,0.01610694711075583,0.0032911958238116775,5,0.8,0.8,1
