integrated_row_id,subsample,comparison_region,subsample_row_id,global_participant_key,participant_key,dataset_source,n_source_rows,n_distinct_surveys,source_survey,source_file,prolific_id,identification_code,reference_year_model,year_birth_raw_clean,age_raw_clean,gender_raw_clean,country_raw_clean,country_code_raw_clean,country_birth_raw_clean,nationality_raw_clean,ethnicity_raw_clean,language_raw_clean,student_status_raw_clean,city_size_raw_clean,climate_zone_raw_clean,household_type_raw_clean,tenure_raw_clean,education_raw_clean,employment_raw_clean,num_children_raw_clean,health_raw_clean,income_raw_clean,travel_distance_raw_clean,travel_time_raw_clean,work_from_home_raw_clean,travel_role_raw_clean,vote_raw_clean,political_left_right_raw_clean,self_classification_raw_clean,energy_efficiency_goal_raw_clean,climate_awareness_raw_clean,energy_transition_awareness_raw_clean,renovation_role_raw_clean,household_decision_raw_clean,year_birth_model,age_model,age_model_is_approximate,age_group_model,gender_model,education_model,education_tfm_model,employment_model,student_status_model,city_size_model,tenure_model,tenure_tfm_model,health_condition_model,work_from_home_model,income_model,num_children_model,country_model,country_model_grouped,country_region_model,country_birth_model,nationality_model,ethnicity_model,language_model,climate_zone_model,household_type_model,travel_role_model,renovation_role_model,household_decision_model,vote_status_declared,voted_observed,political_left_right_model,political_block_model,self_classification_model,energy_efficiency_goal_0_100,climate_awareness_0_100,energy_transition_awareness_0_100,travel_distance_model,travel_time_model,year_birth_conflict,age_conflict,gender_conflict,education_conflict,employment_conflict,student_status_conflict,country_conflict,country_birth_conflict,nationality_conflict,ethnicity_conflict,income_conflict,vote_conflict
3274,DIEGO,EUROPE,417,diego__diego_417,diego_417,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,26-39,Male,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Paid employee (private sector),1,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,male,high,university,employed,unknown,unknown,unknown,unknown,unknown,unknown,medium,1,ES,ES,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3275,DIEGO,EUROPE,418,diego__diego_418,diego_418,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,40-59,Female,Greece,GR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Not working (other),2,NA,"Less than 20,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,40_59,female,medium,non_university,employed,unknown,unknown,unknown,unknown,unknown,unknown,low,2,GR,GR,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3276,DIEGO,EUROPE,419,diego__diego_419,diego_419,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Male,Greece,GR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,Paid employee (private sector),NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,male,high,university,employed,unknown,unknown,unknown,unknown,unknown,unknown,medium,NA,GR,GR,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3277,DIEGO,EUROPE,420,diego__diego_420,diego_420,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Non-binary,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Student,NA,NA,"Less than 20,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,other,medium,non_university,student,unknown,unknown,unknown,unknown,unknown,unknown,low,NA,IT,IT,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3278,DIEGO,EUROPE,421,diego__diego_421,diego_421,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,40-59,Male,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,Paid employee (private sector),1,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,40_59,male,high,university,employed,unknown,unknown,unknown,unknown,unknown,unknown,medium,1,IT,IT,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3279,DIEGO,EUROPE,422,diego__diego_422,diego_422,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,40-59,Male,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Paid employee (private sector),1,NA,"50,000 - 100,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,40_59,male,high,university,employed,unknown,unknown,unknown,unknown,unknown,unknown,high,1,ES,ES,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3280,DIEGO,EUROPE,423,diego__diego_423,diego_423,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,40-59,Male,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Self-employed,NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,40_59,male,high,university,self_employed,unknown,unknown,unknown,unknown,unknown,unknown,medium,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3281,DIEGO,EUROPE,424,diego__diego_424,diego_424,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,26-39,Male,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Paid employee (private sector),NA,NA,"Less than 20,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,male,medium,non_university,employed,unknown,unknown,unknown,unknown,unknown,unknown,low,NA,IT,IT,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3282,DIEGO,EUROPE,425,diego__diego_425,diego_425,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Female,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Student,NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,female,medium,non_university,student,unknown,unknown,unknown,unknown,unknown,unknown,medium,NA,IT,IT,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3283,DIEGO,EUROPE,426,diego__diego_426,diego_426,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,26-39,Female,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Not working (unemployed),NA,NA,"Less than 20,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,female,high,university,unemployed,unknown,unknown,unknown,unknown,unknown,unknown,low,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3284,DIEGO,EUROPE,427,diego__diego_427,diego_427,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,26-39,Female,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Paid employee (private sector),NA,NA,"Less than 20,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,female,high,university,employed,unknown,unknown,unknown,unknown,unknown,unknown,low,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3285,DIEGO,EUROPE,428,diego__diego_428,diego_428,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Female,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Student,NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,female,medium,non_university,student,unknown,unknown,unknown,unknown,unknown,unknown,medium,NA,IT,IT,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3286,DIEGO,EUROPE,429,diego__diego_429,diego_429,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,26-39,Male,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Paid employee (private sector),1,NA,"50,000 - 100,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,male,high,university,employed,unknown,unknown,unknown,unknown,unknown,unknown,high,1,ES,ES,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3287,DIEGO,EUROPE,430,diego__diego_430,diego_430,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Female,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Student,NA,NA,"More than 100,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,female,high,university,student,unknown,unknown,unknown,unknown,unknown,unknown,high,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3288,DIEGO,EUROPE,431,diego__diego_431,diego_431,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,26-39,Female,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,Paid employee (public sector),NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,female,high,university,employed,unknown,unknown,unknown,unknown,unknown,unknown,medium,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3289,DIEGO,EUROPE,432,diego__diego_432,diego_432,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,40-59,Male,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Self-employed,1,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,40_59,male,high,university,self_employed,unknown,unknown,unknown,unknown,unknown,unknown,medium,1,IT,IT,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3290,DIEGO,EUROPE,433,diego__diego_433,diego_433,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Female,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Not working (unemployed),NA,NA,"Less than 20,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,female,medium,non_university,unemployed,unknown,unknown,unknown,unknown,unknown,unknown,low,NA,IT,IT,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3291,DIEGO,EUROPE,434,diego__diego_434,diego_434,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Male,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Paid employee (private sector),NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,male,high,university,employed,unknown,unknown,unknown,unknown,unknown,unknown,medium,NA,IT,IT,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3292,DIEGO,EUROPE,435,diego__diego_435,diego_435,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,26-39,Female,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Not working (other),NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,female,medium,non_university,employed,unknown,unknown,unknown,unknown,unknown,unknown,medium,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3293,DIEGO,EUROPE,436,diego__diego_436,diego_436,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,26-39,Female,Greece,GR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Not working (unemployed),NA,NA,"Less than 20,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,female,high,university,unemployed,unknown,unknown,unknown,unknown,unknown,unknown,low,NA,GR,GR,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3294,DIEGO,EUROPE,437,diego__diego_437,diego_437,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Male,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Student,NA,NA,I prefer not to say,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,male,high,university,student,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3295,DIEGO,EUROPE,438,diego__diego_438,diego_438,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,26-39,Female,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,Paid employee (public sector),NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,female,high,university,employed,unknown,unknown,unknown,unknown,unknown,unknown,medium,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3296,DIEGO,EUROPE,439,diego__diego_439,diego_439,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,40-59,Female,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Self-employed,NA,NA,"50,000 - 100,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,40_59,female,high,university,self_employed,unknown,unknown,unknown,unknown,unknown,unknown,high,NA,IT,IT,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3297,DIEGO,EUROPE,440,diego__diego_440,diego_440,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Male,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Student,NA,NA,"Less than 20,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,male,medium,non_university,student,unknown,unknown,unknown,unknown,unknown,unknown,low,NA,IT,IT,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3298,DIEGO,EUROPE,441,diego__diego_441,diego_441,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Male,Greece,GR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Paid employee (private sector),NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,male,high,university,employed,unknown,unknown,unknown,unknown,unknown,unknown,medium,NA,GR,GR,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3299,DIEGO,EUROPE,442,diego__diego_442,diego_442,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Male,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Student,NA,NA,"Less than 20,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,male,high,university,student,unknown,unknown,unknown,unknown,unknown,unknown,low,NA,IT,IT,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3300,DIEGO,EUROPE,443,diego__diego_443,diego_443,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Male,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,Paid employee (private sector),2,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,male,high,university,employed,unknown,unknown,unknown,unknown,unknown,unknown,medium,2,ES,ES,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3301,DIEGO,EUROPE,444,diego__diego_444,diego_444,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Male,Greece,GR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Student,NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,male,high,university,student,unknown,unknown,unknown,unknown,unknown,unknown,medium,NA,GR,GR,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3302,DIEGO,EUROPE,445,diego__diego_445,diego_445,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Female,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Student,NA,NA,I prefer not to say,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,female,medium,non_university,student,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,IT,IT,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3303,DIEGO,EUROPE,446,diego__diego_446,diego_446,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,40-59,Male,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Paid employee (private sector),1,NA,"50,000 - 100,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,40_59,male,high,university,employed,unknown,unknown,unknown,unknown,unknown,unknown,high,1,ES,ES,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3304,DIEGO,EUROPE,447,diego__diego_447,diego_447,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Female,Greece,GR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Paid employee (private sector),NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,female,high,university,employed,unknown,unknown,unknown,unknown,unknown,unknown,medium,NA,GR,GR,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3305,DIEGO,EUROPE,448,diego__diego_448,diego_448,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Female,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Paid employee (private sector),NA,NA,"50,000 - 100,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,female,high,university,employed,unknown,unknown,unknown,unknown,unknown,unknown,high,NA,IT,IT,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3306,DIEGO,EUROPE,449,diego__diego_449,diego_449,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,26-39,Female,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,Student,NA,NA,I prefer not to say,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18_39,female,high,university,student,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,IT,IT,southern_europe,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
