stage_dimension_id,participant_id,stage,technology,dimension_key,dimension,added_value,adherence,agreement,approval,authority,autonomy,climate_protection,commitment,cost_efficiency,coziness,credit_score_access_to_funding,environmental_concerns,frugality,fun,knowledge,legal,novelty,own_competence,own_significance,peer_pressure,profits,recognition,rights_and_duties,risk_profile,safety,self_satisfaction,socialising,support,technical_fit,trends,trust,wellbeing
1672,PROLIFIC_69edcc3c9f52558843ab7d99,Unaware but curious,Smart home systems,AUTONOMY,Autonomy,NA,80,NA,NA,NA,70,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA
1671,PROLIFIC_69edcc3c9f52558843ab7d99,Unaware but curious,Smart home systems,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,60,NA,NA,100,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA
1670,PROLIFIC_69edcc3c9f52558843ab7d99,Unaware but curious,Smart home systems,FINANCIAL,Financial security,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,0,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA
355,PROLIFIC_69ee50cfb4f7f782d21e0238,Implemented,Electricity tariff change,FINANCIAL,Financial security,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,59,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
2,PROLIFIC_69f0ef9892bba1b2c3596e76,Implemented,Envelope renovation,FINANCIAL,Financial security,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,50,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
954,PROLIFIC_69f3101cd619e2288f7cffa7,Aware / would consider,Smart home systems,AUTONOMY,Autonomy,NA,56,NA,NA,NA,60,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA
952,PROLIFIC_69f3101cd619e2288f7cffa7,Aware / would consider,Smart home systems,FINANCIAL,Financial security,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,68,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
953,PROLIFIC_69f3101cd619e2288f7cffa7,Aware / would consider,Smart home systems,SECURITY,Security,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,56,NA
136,PROLIFIC_69f3101cd619e2288f7cffa7,Implemented,Domestic hot water system,AUTONOMY,Autonomy,NA,56,NA,NA,NA,60,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA
135,PROLIFIC_69f3101cd619e2288f7cffa7,Implemented,Domestic hot water system,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,66,NA,NA,90,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA
134,PROLIFIC_69f3101cd619e2288f7cffa7,Implemented,Domestic hot water system,FINANCIAL,Financial security,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,68,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
1766,PROLIFIC_69f3101cd619e2288f7cffa7,Unaware but curious,Balcony solar kits,FINANCIAL,Financial security,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,68,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
903,PROLIFIC_69f349141b7a57cdd52b671c,Aware / would consider,Electricity tariff change,AUTONOMY,Autonomy,NA,79,NA,NA,NA,54,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA
902,PROLIFIC_69f349141b7a57cdd52b671c,Aware / would consider,Electricity tariff change,FINANCIAL,Financial security,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,85,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA
99,PROLIFIC_69f349141b7a57cdd52b671c,Implemented,Envelope renovation,FINANCIAL,Financial security,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,85,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA
100,PROLIFIC_69f349141b7a57cdd52b671c,Implemented,Envelope renovation,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71
1730,PROLIFIC_69f349141b7a57cdd52b671c,Unaware but curious,Fossil fuel or biomass heating,MEANING,Meaning,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1729,PROLIFIC_69f349141b7a57cdd52b671c,Unaware but curious,Fossil fuel or biomass heating,POPULARITY,Popularity,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA
1728,PROLIFIC_69f349141b7a57cdd52b671c,Unaware but curious,Fossil fuel or biomass heating,STIMULATION,Stimulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,34,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
947,PROLIFIC_69f4823b807f06208c1f8ff8,Aware / would consider,Electric vehicle,FINANCIAL,Financial security,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,35,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA
948,PROLIFIC_69f4823b807f06208c1f8ff8,Aware / would consider,Electric vehicle,MEANING,Meaning,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,PROLIFIC_69f4823b807f06208c1f8ff8,Implemented,Energy-efficient appliances,FINANCIAL,Financial security,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,35,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA
132,PROLIFIC_69f4823b807f06208c1f8ff8,Implemented,Energy-efficient appliances,MEANING,Meaning,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1763,PROLIFIC_69f4823b807f06208c1f8ff8,Unaware but curious,Energy community,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,65,NA,NA,60,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA
1762,PROLIFIC_69f4823b807f06208c1f8ff8,Unaware but curious,Energy community,FINANCIAL,Financial security,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,35,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA
1764,PROLIFIC_69f4823b807f06208c1f8ff8,Unaware but curious,Energy community,MEANING,Meaning,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,PROLIFIC_69f732a6afef1c53157db063,Aware / would consider,Balcony solar kits,AUTONOMY,Autonomy,NA,67,NA,NA,NA,64,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA
904,PROLIFIC_69f732a6afef1c53157db063,Aware / would consider,Balcony solar kits,FINANCIAL,Financial security,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,73,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA
906,PROLIFIC_69f732a6afef1c53157db063,Aware / would consider,Balcony solar kits,MEANING,Meaning,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,PROLIFIC_69f732a6afef1c53157db063,Implemented,Heat pump,AUTONOMY,Autonomy,NA,67,NA,NA,NA,64,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA
101,PROLIFIC_69f732a6afef1c53157db063,Implemented,Heat pump,FINANCIAL,Financial security,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,73,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA
103,PROLIFIC_69f732a6afef1c53157db063,Implemented,Heat pump,MEANING,Meaning,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1733,PROLIFIC_69f732a6afef1c53157db063,Unaware but curious,Smart home systems,AUTONOMY,Autonomy,NA,67,NA,NA,NA,64,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA
1731,PROLIFIC_69f732a6afef1c53157db063,Unaware but curious,Smart home systems,FINANCIAL,Financial security,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,73,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA
1732,PROLIFIC_69f732a6afef1c53157db063,Unaware but curious,Smart home systems,SECURITY,Security,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,76,NA
1020,PROLIFIC_69f9f16dd6f231903e2a6b41,Aware / would consider,Balcony solar kits,AUTONOMY,Autonomy,NA,67,NA,NA,NA,47,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA
1019,PROLIFIC_69f9f16dd6f231903e2a6b41,Aware / would consider,Balcony solar kits,FINANCIAL,Financial security,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,53,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA
1021,PROLIFIC_69f9f16dd6f231903e2a6b41,Aware / would consider,Balcony solar kits,MEANING,Meaning,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,PROLIFIC_69f9f16dd6f231903e2a6b41,Implemented,Energy-efficient appliances,FINANCIAL,Financial security,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,53,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA
211,PROLIFIC_69f9f16dd6f231903e2a6b41,Implemented,Energy-efficient appliances,MEANING,Meaning,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,PROLIFIC_69f9f16dd6f231903e2a6b41,Implemented,Energy-efficient appliances,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
1819,PROLIFIC_69f9f16dd6f231903e2a6b41,Unaware but curious,Heat recovery ventilation,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,82,NA,NA,83,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA
1820,PROLIFIC_69f9f16dd6f231903e2a6b41,Unaware but curious,Heat recovery ventilation,MEANING,Meaning,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1818,PROLIFIC_69f9f16dd6f231903e2a6b41,Unaware but curious,Heat recovery ventilation,SECURITY,Security,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,82,NA
1181,PROLIFIC_69fb3f396267d7f728885605,Aware / would consider,Electric vehicle,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,34,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA
1180,PROLIFIC_69fb3f396267d7f728885605,Aware / would consider,Electric vehicle,FINANCIAL,Financial security,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,79,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA
1182,PROLIFIC_69fb3f396267d7f728885605,Aware / would consider,Electric vehicle,STIMULATION,Stimulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,70,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,PROLIFIC_69fb3f396267d7f728885605,Implemented,Energy-efficient appliances,FINANCIAL,Financial security,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,79,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA
357,PROLIFIC_69fb3f396267d7f728885605,Implemented,Energy-efficient appliances,STIMULATION,Stimulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,70,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,PROLIFIC_69fb3f396267d7f728885605,Unaware but curious,Micro-efficiency measures,FINANCIAL,Financial security,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,79,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA
935,PROLIFIC_69fc2d7674f4ab68ebfd7559,Aware / would consider,Smart home systems,FINANCIAL,Financial security,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,80,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA
937,PROLIFIC_69fc2d7674f4ab68ebfd7559,Aware / would consider,Smart home systems,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
936,PROLIFIC_69fc2d7674f4ab68ebfd7559,Aware / would consider,Smart home systems,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
126,PROLIFIC_69fc2d7674f4ab68ebfd7559,Implemented,Electricity tariff change,AUTONOMY,Autonomy,NA,0,NA,NA,NA,83,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA
125,PROLIFIC_69fc2d7674f4ab68ebfd7559,Implemented,Electricity tariff change,FINANCIAL,Financial security,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,80,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA
127,PROLIFIC_69fc2d7674f4ab68ebfd7559,Implemented,Electricity tariff change,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1752,PROLIFIC_69fc2d7674f4ab68ebfd7559,Unaware but curious,Elevator,FINANCIAL,Financial security,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,80,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA
1155,PROLIFIC_69fc62a553e31d1f955c7d1e,Aware / would consider,Smart home systems,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,80,NA,NA,85,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA
1153,PROLIFIC_69fc62a553e31d1f955c7d1e,Aware / would consider,Smart home systems,FINANCIAL,Financial security,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,77,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
1154,PROLIFIC_69fc62a553e31d1f955c7d1e,Aware / would consider,Smart home systems,SECURITY,Security,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,100,NA
336,PROLIFIC_69fc62a553e31d1f955c7d1e,Implemented,Elevator,AUTONOMY,Autonomy,NA,79,NA,NA,NA,82,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA
335,PROLIFIC_69fc62a553e31d1f955c7d1e,Implemented,Elevator,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,80,NA,NA,85,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA
334,PROLIFIC_69fc62a553e31d1f955c7d1e,Implemented,Elevator,SECURITY,Security,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,100,NA
1016,PROLIFIC_69fc88ab52f8fd41bd554aee,Aware / would consider,Envelope renovation,FINANCIAL,Financial security,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,80,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA
1018,PROLIFIC_69fc88ab52f8fd41bd554aee,Aware / would consider,Envelope renovation,MEANING,Meaning,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1017,PROLIFIC_69fc88ab52f8fd41bd554aee,Aware / would consider,Envelope renovation,SECURITY,Security,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,70,NA
207,PROLIFIC_69fc88ab52f8fd41bd554aee,Implemented,Envelope renovation,AUTONOMY,Autonomy,NA,100,NA,NA,NA,50,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA
206,PROLIFIC_69fc88ab52f8fd41bd554aee,Implemented,Envelope renovation,FINANCIAL,Financial security,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,80,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA
208,PROLIFIC_69fc88ab52f8fd41bd554aee,Implemented,Envelope renovation,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
1817,PROLIFIC_69fc88ab52f8fd41bd554aee,Unaware but curious,Energy storage systems,FINANCIAL,Financial security,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,80,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA
942,PROLIFIC_6a005381c9f64426562d2587,Aware / would consider,Balcony solar kits,AUTONOMY,Autonomy,NA,100,NA,NA,NA,80,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
943,PROLIFIC_6a005381c9f64426562d2587,Aware / would consider,Balcony solar kits,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
941,PROLIFIC_6a005381c9f64426562d2587,Aware / would consider,Balcony solar kits,SECURITY,Security,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,70,NA
128,PROLIFIC_6a005381c9f64426562d2587,Implemented,Heat pump,FINANCIAL,Financial security,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
130,PROLIFIC_6a005381c9f64426562d2587,Implemented,Heat pump,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
129,PROLIFIC_6a005381c9f64426562d2587,Implemented,Heat pump,SECURITY,Security,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,70,NA
1758,PROLIFIC_6a005381c9f64426562d2587,Unaware but curious,Energy community,AUTONOMY,Autonomy,NA,100,NA,NA,NA,80,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1756,PROLIFIC_6a005381c9f64426562d2587,Unaware but curious,Energy community,FINANCIAL,Financial security,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
1757,PROLIFIC_6a005381c9f64426562d2587,Unaware but curious,Energy community,SECURITY,Security,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,70,NA
1005,PROLIFIC_6a00c9657d955585296f7301,Aware / would consider,Envelope renovation,FINANCIAL,Financial security,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,62,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA
1006,PROLIFIC_6a00c9657d955585296f7301,Aware / would consider,Envelope renovation,MEANING,Meaning,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,PROLIFIC_6a00c9657d955585296f7301,Implemented,Cooling system,FINANCIAL,Financial security,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,62,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA
190,PROLIFIC_6a00c9657d955585296f7301,Implemented,Cooling system,POPULARITY,Popularity,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
1807,PROLIFIC_6a00c9657d955585296f7301,Unaware but curious,Energy storage systems,FINANCIAL,Financial security,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,62,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA
1808,PROLIFIC_6a00c9657d955585296f7301,Unaware but curious,Energy storage systems,SECURITY,Security,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,57,NA
974,PROLIFIC_6a00ddf17a4ca511079ba36,Aware / would consider,Envelope renovation,FINANCIAL,Financial security,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,80,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
976,PROLIFIC_6a00ddf17a4ca511079ba36,Aware / would consider,Envelope renovation,MEANING,Meaning,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
975,PROLIFIC_6a00ddf17a4ca511079ba36,Aware / would consider,Envelope renovation,SECURITY,Security,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,20,NA
158,PROLIFIC_6a00ddf17a4ca511079ba36,Implemented,Smart home systems,AUTONOMY,Autonomy,NA,83,NA,NA,NA,26,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA
157,PROLIFIC_6a00ddf17a4ca511079ba36,Implemented,Smart home systems,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,12,NA,NA,26,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA
156,PROLIFIC_6a00ddf17a4ca511079ba36,Implemented,Smart home systems,SECURITY,Security,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,20,NA
1784,PROLIFIC_6a00ddf17a4ca511079ba36,Unaware but curious,Envelope renovation,AUTONOMY,Autonomy,NA,83,NA,NA,NA,26,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA
1785,PROLIFIC_6a00ddf17a4ca511079ba36,Unaware but curious,Envelope renovation,POPULARITY,Popularity,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA
1783,PROLIFIC_6a00ddf17a4ca511079ba36,Unaware but curious,Envelope renovation,SECURITY,Security,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,20,NA
